annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,1428,192,12,3.9945603797,1036,2.1172163235,1192,114,6,3.0876682513,806,2.3365191618,236,10,1,8.5751341808,230,1.3487028986,78,6
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,1177,205,46,5.0230076466,1020,1.5509008715,970,130,26,3.0436386025,814,1.757493175,207,33,7,14.298311863,206,0.7345604099,75,20
2026-2027,1,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,2837,1005,65,8.1210130028,2615,2.2577432547,1485,347,40,4.1373148148,1268,2.7839072906,1352,141,0,12.49659866,1347,1.7624381341,658,25
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,1926,313,54,4.1298113534,1458,2.3253372199,1641,172,27,3.3241189315,1176,2.668707483,285,8,1,8.7689035088,282,0.8934101655,141,27
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,2045,240,62,4.9682565879,1530,3.4170860566,1579,123,33,4.2019940539,1089,3.8193870523,466,16,0,7.5646697663,441,2.423648904,117,29
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,771,85,12,2.7697200605,502,2.302584108,708,71,8,2.6820621469,440,2.4637752525,63,0,0,3.7548280423,62,1.1586469534,14,4
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,1038,175,59,5.4785926461,926,2.2068964483,743,99,38,3.3842100344,636,2.3196802935,295,15,0,10.753596987,290,1.9595498084,76,21
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,3185,696,212,7.3903039421,2407,2.2551972257,1952,232,53,3.9181807832,1182,3.3045614777,1233,176,4,12.887128278,1225,1.2426678005,464,159
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,3992,672,264,8.5564100423,2763,3.9134048136,2224,160,63,5.7960106914,1072,5.3143708541,1768,204,2,12.028767597,1691,3.0252702214,512,201
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,3433,751,197,6.9154428423,2748,2.5481380398,1931,227,42,4.6220035675,1274,3.611383656,1502,124,3,9.8639323495,1474,1.6291591286,524,155
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,5476,1320,312,9.4520465567,4138,2.948761479,3073,350,105,5.0062163286,1754,4.3828313062,2403,471,25,15.137454917,2384,1.8936614467,970,207
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,1981,142,69,2.5131954961,1503,1.8521318474,1715,95,63,2.2548161646,1242,1.9555354267,266,1,1,4.1790622389,261,1.3600734355,47,6
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,2016,439,47,6.4301814649,1664,2.7941473024,1472,201,25,4.2587305631,1130,3.1813298918,544,76,19,12.305872141,534,1.9748283396,238,22
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,1492,238,64,4.7078548555,1271,3.2058473206,1287,164,51,4.0656306656,1066,3.425560246,205,5,0,8.7397696477,205,2.0633401084,74,13
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,1456,277,41,5.2151175214,1242,2.9802804616,1208,185,25,4.2236800957,994,3.2301950592,248,19,0,10.04437724,248,1.9786066308,92,16
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,4306,631,101,8.2534254529,3516,3.0509954494,2397,144,39,6.2210819079,1613,4.9241372184,1909,145,4,10.805299459,1903,1.4633035558,487,62
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,4032,962,451,11.414467593,3421,2.8200477443,2003,274,103,5.5308953237,1393,4.0359057191,2029,491,74,17.222646624,2028,1.984894806,688,348
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,2489,501,73,8.733727289,2024,3.4457235397,1720,166,24,4.9858276809,1265,3.883338823,769,203,20,17.116545658,759,2.7163647343,335,49
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,3519,616,225,9.3811630514,2686,4.1136643708,2414,246,82,7.0645087683,1591,5.3444619038,1105,195,6,14.442161639,1095,2.325354896,370,143
2026-2027,1,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,7325,1101,752,11.40621551,5579,2.4471360359,4200,302,245,6.7107459656,2474,3.8992853454,3125,857,57,17.716926578,3105,1.2900933977,799,507
2026-2027,1,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,6545,0,228,5.4484089636,5571,1.8887430443,3985,0,77,4.5324380315,3075,2.5101523939,2560,33,1,6.8742465278,2496,1.123184651,0,151
2026-2027,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,1814,361,46,11.13371769,1426,3.2102949197,1359,171,20,4.9359486142,972,3.5035493827,455,165,100,29.645296093,454,2.5824461576,190,26
2026-2027,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,3240,423,448,14.517447188,2810,1.39389828,1725,114,98,5.3673247987,1303,2.0191340496,1515,425,207,24.935903374,1507,0.8532996019,309,350
2026-2027,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,4541,825,125,16.93229367,3578,3.6679198497,2579,175,56,8.7113630391,1649,5.4482229971,1962,716,316,27.738501671,1929,2.1460329186,650,69
2026-2027,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,6643,2,277,5.5397929316,6192,1.4099563953,5083,0,101,4.3417959101,4634,1.6145632523,1560,94,1,9.4432665598,1558,0.8013888889,2,176
2026-2027,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,6310,1183,437,11.07178623,4377,3.5297825756,3904,349,106,4.9757357838,1978,4.9540635884,2406,858,174,20.963299506,2399,2.355448335,834,331
2026-2027,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,3366,856,124,11.386999901,2538,3.1657768584,1769,164,49,5.2456951511,949,4.9052701674,1597,458,43,18.189735094,1589,2.1268975946,692,75
2026-2027,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,469,15,468,14.852493485,453,1.147709713,231,4,230,2.8546897547,215,1.0869702842,238,93,36,26.497420635,238,1.2025793651,11,238
2026-2027,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,3038,645,224,10.938951156,2591,2.737135276,1851,185,67,5.7248811453,1407,3.3880221906,1187,315,35,19.069737667,1184,1.9636573292,460,157
2026-2027,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,2485,395,77,8.9584786497,2008,3.3906983178,1851,154,29,5.6084909058,1379,4.060598461,634,176,32,18.738963372,629,1.9220301184,241,48
2026-2027,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,493,15,486,8.2982392382,462,1.6207611833,282,10,275,3.5270833333,251,1.6392374945,211,8,0,14.674855187,211,1.5987822538,5,211
2026-2027,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,3503,906,147,16.19364513,2863,2.9639922187,1997,224,22,7.0430235631,1367,4.1005110542,1506,567,285,28.327636676,1496,1.9254753417,682,125
2026-2027,1,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,8669,1769,495,10.936683842,7498,2.6479353383,3259,226,55,4.0034291364,2197,2.9440801851,5410,925,310,15.113296981,5301,2.5251980758,1543,440
2026-2027,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,3932,698,223,8.7534729287,3349,2.244307173,2641,251,99,4.6773218267,2061,2.8608098819,1291,327,25,17.092059342,1288,1.2578071084,447,124
2026-2027,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,3421,503,479,11.438756536,3001,1.9319009404,2043,127,159,5.1324216838,1625,2.6883837607,1378,309,74,20.788424246,1376,1.0385255168,376,320
2026-2027,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,6107,1292,303,12.782171916,4457,3.4556063496,4056,398,119,6.6755033695,2417,4.7386530593,2051,872,315,24.858548134,2040,1.9354475763,894,184
2026-2027,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,310,13,307,25.137635305,308,0.2646022727,131,5,129,4.0873409669,129,0.3591515935,179,118,58,40.543157976,179,0.1964633768,8,178
2026-2027,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,2810,436,67,8.4588898774,2117,2.9983421246,2033,147,36,4.6079528065,1342,3.6986442292,777,232,20,18.534765122,775,1.7856899642,289,31
2026-2027,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,3565,510,265,7.8596489793,2564,2.901492893,2622,169,101,4.5568475083,1627,3.6973528307,943,248,19,17.043048191,937,1.519567473,341,164
2026-2027,1,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,2100,568,68,8.1551353175,2024,1.7665872036,1463,290,61,4.0286521227,1387,1.9834542978,637,179,22,17.632442875,637,1.2943820862,278,7
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,634,83,9,4.269646863,582,1.7284607675,606,77,8,4.1411431977,554,1.7332114922,28,0,0,7.0508333333,28,1.6344642857,6,1
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,924,154,22,3.2678989298,762,1.7301385244,871,132,20,3.1798163031,709,1.8000940291,53,0,0,4.7154454927,53,0.7943186583,22,2
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,3332,525,398,16.186256419,2133,7.4601810179,1817,154,87,8.7036242585,713,8.6473242948,1515,531,212,25.160475981,1420,6.8641013302,371,311
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,3033,661,113,14.603829725,2118,5.6279301752,1673,135,63,8.6278745766,840,6.3254285714,1360,460,147,21.955133374,1278,5.1694805251,526,50
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,1235,149,97,7.1505299145,1030,2.4473082524,940,72,56,3.5891465721,739,2.5533382198,295,65,29,18.498666667,291,2.1780431462,77,41
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,2142,291,84,9.3398971626,1583,4.6970072647,1548,121,31,5.4487982702,1002,5.1971240852,594,153,53,19.4803367,581,3.8344994263,170,53
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,1052,127,36,5.1317165716,893,2.332109618,946,93,28,4.2644964177,789,2.3666490635,106,10,0,12.871247379,104,2.0700747863,34,8
2026-2027,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,1651,152,42,5.6165810283,1254,3.4655710615,1460,100,36,4.5297945205,1066,3.5734193246,191,21,5,13.923954334,188,2.8540484634,52,6
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,1587,232,89,5.1888855633,1338,2.4104141754,1214,118,62,4.0001587955,970,2.6050827606,373,23,1,9.0578246947,368,1.8972931763,114,27
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,484,78,26,3.5984050735,452,1.3890253196,454,69,23,2.8923825257,422,1.4137453923,30,6,0,14.28287963,30,1.0412962963,9,3
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,1060,163,76,6.08476913,894,3.3698819289,897,106,54,4.8203353772,734,3.5074409628,163,22,4,13.043033401,160,2.7388298611,57,22
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,1989,221,98,4.603906346,1869,1.7107232031,1473,112,58,3.0386407181,1359,1.9599517619,516,33,1,9.0721936908,510,1.0466023965,109,40
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,2217,320,123,6.9433626522,1734,3.5997012367,1787,191,84,5.5471984393,1313,4.0452614877,430,63,1,12.74556137,421,2.2101035893,129,39
2026-2027,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,2595,389,150,7.6627213659,2068,3.834870648,2158,227,110,5.8188806508,1632,4.3531232979,437,104,23,16.768003432,436,1.8949891692,162,40
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,550,4,47,4.2003373737,497,2.4791364856,508,4,42,3.9103001969,455,2.5481129426,42,1,1,7.7084060847,42,1.7318915344,0,5
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,938,126,40,3.7581748993,776,1.8914450888,800,89,32,2.7783826389,648,2.0480482682,138,19,0,9.4381300322,128,1.0986414931,37,8
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,365,53,11,3.0474680365,353,1.3661693421,311,36,9,2.8404456949,299,1.452006689,54,0,0,4.2397633745,54,0.8908847737,17,2
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,718,82,30,4.8458379759,643,2.0524053914,325,29,8,2.682025641,259,2.0214307164,393,23,1,6.635250212,384,2.0732971644,53,22
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,1166,115,54,7.0968191347,978,3.7595441377,1044,82,46,5.1487851213,859,3.9608986548,122,25,13,23.766880692,119,2.3060690943,33,8
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,803,126,28,4.2133751903,708,1.7650839611,703,95,21,3.3277943733,608,1.8566059028,100,9,0,10.439008333,100,1.2086305556,31,7
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,2013,315,145,9.7012597284,1667,3.7171062454,1458,142,77,5.7906999695,1113,4.36740591,555,153,62,19.974405906,554,2.4106377858,173,68
2026-2027,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,2007,250,174,10.664392681,1502,3.8963269345,1474,111,92,5.6328686115,978,4.4584895478,533,180,95,24.578963936,524,2.8470997668,139,82
2026-2027,1,10,Nord-du-Québec,CENTRE RÉGIONAL DE SANTÉ ET DE SERVICES SOCIAUX DE LA BAIE-JAMES,CENTRE DE SANTÉ DE CHIBOUGAMAU,51218501,864,86,76,5.8162882587,789,1.4430657654,604,47,26,3.2312831126,535,1.6646116303,260,18,6,11.82145406,254,0.9764238845,39,50
2026-2027,1,10,Nord-du-Québec,CENTRE RÉGIONAL DE SANTÉ ET DE SERVICES SOCIAUX DE LA BAIE-JAMES,CENTRE DE SANTÉ ISLE-DIEU,51218535,355,36,32,2.1909115806,344,0.6065568475,354,36,32,2.155495135,343,0.6045262391,1,0,0,14.728333333,1,1.3030555556,0,0
2026-2027,1,10,Nord-du-Québec,CENTRE RÉGIONAL DE SANTÉ ET DE SERVICES SOCIAUX DE LA BAIE-JAMES,CENTRE DE SANTÉ LEBEL,51218527,521,52,31,2.876009277,512,1.1132166884,482,49,28,1.845552674,473,0.9512391355,39,7,3,15.611396011,39,3.0777136752,3,3
2026-2027,1,10,Nord-du-Québec,CENTRE RÉGIONAL DE SANTÉ ET DE SERVICES SOCIAUX DE LA BAIE-JAMES,CENTRE DE SANTÉ RENÉ-RICARD,51218519,267,31,29,1.4716853933,260,0.4000576923,246,27,27,1.1559157633,239,0.3796385402,21,0,0,5.1707010582,21,0.6324470899,4,2
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,642,113,18,2.1162707684,472,1.0716913842,608,101,16,1.8289295504,439,1.1167527208,34,2,0,7.2546078431,33,0.4722390572,12,2
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,223,28,16,2.2416542103,215,0.6714586563,213,26,16,2.1920252999,206,0.6833387271,10,0,0,3.29875,9,0.399537037,2,0
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,1052,179,38,4.8302516371,969,2.125665348,815,119,29,3.6720047716,740,2.2901411411,237,18,2,8.8132524613,229,1.5941715187,60,9
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,1422,282,61,7.3879680419,1221,2.5264095914,1205,194,45,4.6279983864,1004,2.6983850708,217,81,21,22.71406682,217,1.7307258065,88,16
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,1285,204,36,6.5341095979,1072,1.7834432007,1029,108,23,3.9697505669,820,2.0177123984,256,72,11,16.841630859,252,1.0211386684,96,13
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,1148,224,53,6.1090609272,1067,2.0072381027,911,139,35,3.369453287,832,2.2019010417,237,54,17,16.63978903,235,1.3180484634,85,18
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,1354,275,81,8.3529745199,1239,1.8802851762,983,129,40,3.6143941449,869,2.1092708733,371,122,37,20.908296646,370,1.3424782282,146,41
2026-2027,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,1183,197,40,4.7614745938,1059,1.5865061379,917,109,26,3.2590942688,795,1.7125852551,266,20,0,9.9407330827,264,1.206836069,88,14
2026-2027,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,3772,368,66,2.9171468128,2906,1.986000325,3754,368,66,2.9145221393,2888,1.9962481725,18,0,0,3.464537037,18,0.3417901235,0,0
2026-2027,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,2918,548,84,6.107332172,2696,1.6572571505,2252,295,47,3.0181866736,2031,1.9641970294,666,149,59,16.552911245,665,0.7198212197,253,37
2026-2027,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,3890,766,215,8.205402028,3156,2.9238012252,2625,330,96,4.9107539683,1898,3.815438766,1265,248,41,15.04212231,1258,1.5785484013,436,119
2026-2027,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,3761,710,129,6.8672913528,3420,2.3392483756,2965,391,67,4.8743213416,2626,2.6709894643,796,149,7,14.290854271,794,1.242079485,319,62
2026-2027,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,6943,1513,480,9.0864452206,6306,1.5229827413,4638,558,229,3.6864544703,4002,1.9327303015,2305,635,246,19.952023138,2304,0.8112597656,955,251
2026-2027,1,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,7847,1675,545,11.719064858,6044,3.8563675638,4647,530,110,6.1183102599,2864,4.9690584264,3200,1008,156,19.852410677,3180,2.8542459818,1145,435
2026-2027,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,6692,1292,495,8.5671286611,5268,2.5201935164,4295,402,313,5.1726859397,2889,3.420233068,2397,493,12,14.649369582,2379,1.4272072766,890,182
2026-2027,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,7489,1504,433,10.835471692,5013,4.2308932331,5251,552,179,6.1212352145,2780,5.0568052558,2238,900,133,21.896443873,2233,3.2026642036,952,254
2026-2027,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,1750,296,69,8.9061149206,1251,3.4076081357,1319,139,39,5.1233571308,824,4.0696918824,431,140,40,20.482582495,427,2.1299570648,157,30
2026-2027,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,1151,163,77,5.936785404,1007,2.5367670749,856,94,35,3.7987694704,718,2.7609710616,295,43,6,12.140655367,289,1.9797481738,69,42
2026-2027,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,2800,622,165,10.99429881,2207,4.0122116498,1750,223,56,6.3960820635,1168,5.2444808314,1050,300,33,18.657993386,1039,2.6269465833,399,109
2026-2027,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,1547,274,89,8.4265273289,1320,2.6151763468,1098,125,38,5.1041153107,874,2.8804122171,449,111,10,16.551267632,446,2.0954091928,149,51
